forecast_id,issued_at,valid_time,turbine_id,horizon_hours,power_normalized,weather_run_time,weather_available_at,model_version,input_hash,status,actual,wind_speed_100m,wind_direction_100m,wind_speed,measured_wind_oracle
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T05:00:00Z,turbine_1,35,0.5561574207171123,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.95,8.31,53,10.761666666666668,0.8912665282971372
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T06:00:00Z,turbine_1,36,0.5778600166020584,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9583333333333334,8.46,51,11.12,0.9255524778252882
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T07:00:00Z,turbine_1,37,0.5852139704782765,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9266666666666666,8.51,50,11.118333333333332,0.9254316876269264
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T08:00:00Z,turbine_1,38,0.5648384590710905,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.945,8.37,52,10.805,0.8959190837964286
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T09:00:00Z,turbine_1,39,0.5993133252403697,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8783333333333333,8.6,51,10.18,0.8240232021156098
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T10:00:00Z,turbine_1,40,0.6886371794059571,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.875,9.19,52,10.38,0.8484913575802954
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T11:00:00Z,turbine_1,41,0.6181124649231609,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8450000000000001,8.72,56,10.368333333333334,0.8470640485115221
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T12:00:00Z,turbine_1,42,0.5041823793890658,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.7983333333333333,7.95,60,9.813333333333334,0.7759182949612369
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T13:00:00Z,turbine_1,43,0.4352905882576621,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.81,7.47,64,9.781666666666666,0.7714934040908173
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T14:00:00Z,turbine_1,44,0.2577042344757416,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8216666666666667,6.25,67,9.83,0.7782471848930365
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T15:00:00Z,turbine_1,45,0.1159478005811173,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.3383333333333334,4.79,65,6.463333333333334,0.2845723023981612
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T16:00:00Z,turbine_1,46,0.0526327183119998,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.03,3.58,65,3.078333333333333,0.03516966026298548
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T17:00:00Z,turbine_1,47,0.0143782393377347,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.0166666666666666,2.1,72,2.4416666666666664,0.01958417609602642
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T18:00:00Z,turbine_1,48,0.0101468951675158,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1999999999999999,1.36,96,6.359999999999999,0.2715580819982391
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T19:00:00Z,turbine_2,25,0.5019479855950021,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1533333333333333,8.04,69,5.6933333333333325,0.18623583133393995
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T20:00:00Z,turbine_2,26,0.5561861808492203,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1166666666666666,8.37,68,5.053333333333334,0.1274183942175904
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T21:00:00Z,turbine_2,27,0.5802891227824789,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.16,8.52,67,5.595,0.17647405894223397
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T22:00:00Z,turbine_2,28,0.5446811091286289,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1216666666666666,8.3,65,5.085,0.1302276151040126
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T23:00:00Z,turbine_2,29,0.5512554358261097,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.0716666666666666,8.34,63,4.428333333333334,0.08966465280961103
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T00:00:00Z,turbine_2,30,0.5413939457798882,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1066666666666666,8.28,62,5.258333333333334,0.14560440311390258
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T01:00:00Z,turbine_2,31,0.5430375274542584,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1033333333333333,8.29,60,5.153333333333333,0.13628961806944997
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T02:00:00Z,turbine_2,32,0.5611169258723313,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.4716666666666667,8.4,60,7.661666666666666,0.4478646021729705
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T03:00:00Z,turbine_2,33,0.6240712054456022,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.48,8.84,61,7.698333333333333,0.45301336694114847
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T04:00:00Z,turbine_2,34,0.6812053328631323,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.6583333333333333,9.24,56,8.666666666666666,0.6003559106697437
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T05:00:00Z,turbine_2,35,0.5463246908029991,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9383333333333334,8.31,53,10.933333333333332,0.901388166241243
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T06:00:00Z,turbine_2,36,0.5709784159185529,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9766666666666666,8.46,51,11.653333333333334,0.944307839104871
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T07:00:00Z,turbine_2,37,0.5789209326992563,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9683333333333332,8.51,50,11.58,0.9426828929602775
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T08:00:00Z,turbine_2,38,0.5561861808492203,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9766666666666666,8.37,52,11.2,0.921413097943589
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T09:00:00Z,turbine_2,39,0.5912346434482597,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8933333333333332,8.6,51,10.49,0.8543654392651464
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T10:00:00Z,turbine_2,40,0.6738630232618888,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.9,9.19,52,10.733333333333334,0.8803076241248329
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T11:00:00Z,turbine_2,41,0.6076529244469311,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.94,8.72,56,10.97,0.9052529322959184
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T12:00:00Z,turbine_2,42,0.4883526160318241,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8566666666666666,7.95,60,10.25,0.8220081818921622
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T13:00:00Z,turbine_2,43,0.4207783207924442,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8250000000000001,7.47,64,9.85,0.7676274966602586
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T14:00:00Z,turbine_2,44,0.2482673910608266,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.8833333333333333,6.25,67,10.348333333333334,0.8352656692880378
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T15:00:00Z,turbine_2,45,0.1103782697110002,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.3516666666666666,4.79,65,6.833333333333333,0.32800608981268475
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T16:00:00Z,turbine_2,46,0.049207092119246,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.0266666666666666,3.58,65,3.1833333333333336,0.0358476957593144
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T17:00:00Z,turbine_2,47,0.0132516279083834,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.02,2.1,72,2.591666666666667,0.020972998896305217
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T18:00:00Z,turbine_2,48,0.0097371521055808,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded,0.1999999999999999,1.36,96,6.376666666666666,0.264272011251758
